segment_id	spans	src	ref	merged_mt
10	5-11; 14-26; 27-28; 32-33; 42-49	While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.	虽然有一种实验性疫苗看似能够降低埃博拉病毒的死亡率，但迄今为止，还没明确证明任何药物适合治疗现有的感染。	虽然有一种<v>experimental vaccine</v>看似能够<v>增加对埃博拉病毒的免疫反应</v>，但<v>它还不能预防所有病毒，但</v>迄今为止，<v>在过去的五年中，</v>还没明确证明任何药物<v>能够预防未来</v>的感染。
10	5-11; 14-26; 27-28; 32-33; 42-47	While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.	虽然有一种实验性疫苗看似能够降低埃博拉病毒的死亡率，但迄今为止，还没明确证明任何药物适合治疗现有的感染。	虽然有一种<v>experimental vaccine</v>看似能够<v>增加对埃博拉病毒的免疫反应</v>，但<v>它还不能预防所有病毒，但</v>迄今为止，<v>在过去的五年中，</v>还没明确证明任何药物<v></v>现有的感染。
30	8-16; 34-35; 39-46; 46-47; 57-68	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。	恐龙的羽毛并没有<v>明显的中心结构</v>——这称为“羽轴”，但还是有羽毛的其他<v>颜色鲜艳的</v>特征，比如<v></v>，<v>甚至羽毛的颜色和形状，</v>研究人员推断羽轴的进化<v>实际上比其他特征早得多</v>。
30	8-16; 29-35; 39-46; 46-47; 57-68	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。	恐龙的羽毛并没有<v>明显的中心结构</v>——这称为“羽轴”，但还是有<v>other features of feathers</v>特征，比如<v></v>，<v>甚至羽毛的颜色和形状，</v>研究人员推断羽轴的进化<v>实际上比其他特征早得多</v>。
30	8-16; 34-37; 39-46; 46-47; 57-68	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。	恐龙的羽毛并没有<v>明显的中心结构</v>——这称为“羽轴”，但还是有羽毛的其他<v>features</v>，比如<v></v>，<v>甚至羽毛的颜色和形状，</v>研究人员推断羽轴的进化<v>实际上比其他特征早得多</v>。
30	8-16; 29-35; 39-46; 46-47; 57-68	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。	恐龙的羽毛并没有<v>明显的中心结构</v>——这称为“羽轴”，但还是有<v>other features of feathers</v>特征，比如<v></v>，<v>甚至羽毛的颜色和形状，</v>研究人员推断羽轴的进化<v>实际上比其他特征早得多</v>。
31	0-6; 21-29; 29-37; 54-61; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们不是用来飞行的，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但样本<v>揭示了尚未发育</v>的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	0-6; 9-17; 21-29; 29-37; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	0-6; 21-29; 29-37; 52-59; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们不是用来飞行的，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但<v></v>成熟的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	0-6; 9-17; 29-37; 54-61; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来调节温度或炫耀的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但样本<v>揭示了尚未发育</v>的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	0-6; 9-17; 29-37; 52-59; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来调节温度或炫耀的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但<v></v>成熟的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	9-17; 21-29; 29-37; 54-61; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	羽毛的结构表明它们<v></v>，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但样本<v>揭示了尚未发育</v>的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	9-17; 21-29; 29-37; 52-59; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	羽毛的结构表明它们<v></v>，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但<v></v>成熟的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	0-6; 9-17; 21-29; 29-37; 58-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但样本显示的是<v>adult plumage</v>，而不是幼崽的羽毛。
31	0-6; 9-17; 21-29; 29-37; 54-61	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但样本<v>揭示了尚未发育</v>的羽衣，而不是幼崽的羽毛。
31	0-6; 9-17; 21-29; 29-37; 52-59	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来<v>提供伪装或保护</v>的<v>，并且它们可能用于捕食。</v>，尽管这是一只年轻恐龙的尾巴，但<v></v>成熟的羽衣，而不是幼崽的羽毛。
31	0-6; 9-17; 21-29; 54-61; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来<v>提供伪装或保护</v>的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本<v>揭示了尚未发育</v>的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
31	0-6; 9-17; 21-29; 52-59; 63-64	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。	<v>The feathers' structure</v>表明它们<v></v>，而是用来<v>提供伪装或保护</v>的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但<v></v>成熟的羽衣<v>和恐龙的脚印</v>，而不是幼崽的羽毛。
101	3-11; 21-33; 33-34; 45-55; 65-66	However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.	然而，广泛耐药结核病在整个结核病患者群体中所占的比例似乎仍然很低；在南非，在任意特定时刻，总计 33 万人中只有 6000 人感染。	然而，<v>XDR-TB</v>在整个结核病患者群体中<v>的影响已经显著增加</v>；<v>事实上，研究显示这一比例在过去十年中略有上升，</v>在南非，在任意特定时刻，<v></v>只有 6000 人感染<v>，其中一些人还患有其他疾病</v>。
101	3-11; 21-33; 33-34; 45-55; 65-66	However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.	然而，广泛耐药结核病在整个结核病患者群体中所占的比例似乎仍然很低；在南非，在任意特定时刻，总计 33 万人中只有 6000 人感染。	然而，<v>XDR-TB</v>在整个结核病患者群体中<v>的影响已经显著增加</v>；<v>事实上，研究显示这一比例在过去十年中略有上升，</v>在南非，在任意特定时刻，<v></v>只有 6000 人感染<v>，其中一些人还患有其他疾病</v>。
116	4-7; 21-23; 23-24; 37-40; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且与其他疾病相比优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情最严重的地区提供<v>vaccines</v>的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 23-24; 29-33; 37-40; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且与其他疾病相比优先级较低，今年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供<v>vaccines</v>的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 8-16; 23-24; 37-40; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，今年<v>的预算削减影响了</v>向历史上疫情最严重的地区提供<v>vaccines</v>的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 21-23; 23-24; 29-33; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且与其他疾病相比优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供疫苗的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 8-16; 21-23; 23-24; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情最严重的地区提供疫苗的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 21-23; 23-24; 35-43; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且与其他疾病相比优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情最严重的地区<v></v>被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 8-16; 23-24; 29-33; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，今年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供疫苗的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 23-24; 29-33; 35-43; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且与其他疾病相比优先级较低，今年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区<v></v>被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 8-16; 23-24; 35-43; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，今年<v>的预算削减影响了</v>向历史上疫情最严重的地区<v></v>被推迟了<v>，因为他们在等待新的疫苗</v>。
116	21-23; 23-24; 29-33; 37-40; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且与其他疾病相比优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供<v>vaccines</v>的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	8-16; 21-23; 23-24; 37-40; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情最严重的地区提供<v>vaccines</v>的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	8-16; 23-24; 29-33; 37-40; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且<v></v>优先级较低，今年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供<v>vaccines</v>的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	8-16; 21-23; 23-24; 29-33; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供疫苗的计划被推迟了<v>，因为他们在等待新的疫苗</v>。
116	21-23; 23-24; 29-33; 35-43; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且与其他疾病相比优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区<v></v>被推迟了<v>，因为他们在等待新的疫苗</v>。
116	8-16; 21-23; 23-24; 35-43; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情最严重的地区<v></v>被推迟了<v>，因为他们在等待新的疫苗</v>。
116	8-16; 23-24; 29-33; 35-43; 46-47	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且<v></v>优先级较低，今年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区<v></v>被推迟了<v>，因为他们在等待新的疫苗</v>。
116	4-7; 21-23; 23-24; 29-33; 37-40	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且与其他疾病相比优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供<v>vaccines</v>的计划被推迟了。
116	4-7; 8-16; 21-23; 23-24; 37-40	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情最严重的地区提供<v>vaccines</v>的计划被推迟了。
116	4-7; 8-16; 23-24; 29-33; 37-40	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，今年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供<v>vaccines</v>的计划被推迟了。
116	4-7; 8-16; 21-23; 23-24; 29-33	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供疫苗的计划被推迟了。
116	4-7; 21-23; 23-24; 29-33; 35-43	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且与其他疾病相比优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区<v></v>被推迟了。
116	4-7; 8-16; 21-23; 23-24; 35-43	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情最严重的地区<v></v>被推迟了。
116	4-7; 8-16; 23-24; 29-33; 35-43	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏<v>funds</v>，且<v></v>优先级较低，今年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区<v></v>被推迟了。
116	8-16; 21-23; 23-24; 29-33; 37-40	Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.	由于缺乏资金，且与其他疾病相比优先级较低，今年向历史上疫情最严重的地区提供疫苗的计划被推迟了。	由于缺乏资金，且<v></v>优先级较低，<v>去</v>年<v>的预算削减影响了</v>向历史上疫情<v>较轻</v>的地区提供<v>vaccines</v>的计划被推迟了。
